name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Life,565,7.99,979,587,2002,ayumu shiiba alway struggl come grade decid studi even harder go nishid high school best friend yuuko shinozuka result entranc exam came turn ayumu pas unfortun shinozuka consequ shinozuka reveal everyth felt ayumu noth resent depress closest friend desert ayumu find way make temporarili forget loneli self injuri result choos alon quickli becom outcast new school refus social anyon yet classmat manami anzai suddenli befriend ayumu world seem brighten littl know someth horribl would start come way life stori certain girl isol tale fill despair persecut enough bring person brink insan howev strongest find light end tunnel matter imposs odd may seem,12,2457,5695,769,8035,3.0
Cesare: Hakai no Souzousha,566,7.99,3002,111,2005,base exhaust research collabor dant scholar souryo bring cesar borgia one enigmat figur histori life vivid detail bookish naiv angelo da canossa unprepar life student univers hum tension intrigu renaiss itali innoc remain intact chanc encount charismat cesar draw ever deeper darker side renaiss sourc manganew net,161,1579,318,197,4003,3.0
Golden Days,567,7.99,4290,130,2005,mitsuya souma first year student spent whole life decis made mother seek protect past famili tragedi find solac freedom play violin gift bed ridden grandfath yoshimitsu yoshimitsu day almost one night dread phone call come sudden declin health hospit mitsuya get argument mother cruelli interrupt earthquak hit citi mitsuya fall stair hit head pas upon wake mitsuya find transport back time taishou era surround grandfath famili friend confus struggl cope conclud must correct grandfath biggest regret howev mitsuya idea begin must find way amid develop relationship jin kasuga grandfath best friend increas famili drama,117,714,1339,158,2104,13.0
Giant Killing,568,7.99,1548,333,2007,east tokyo unit struggl japan top footbal leagu year effort improv perform etu hire new coach slightli eccentr tatsumi takeshi tatsumi star player etu abandon team proven manag english amateur team task easi team pit etu bigger budget better player howev tatsumi expert giant kill sourc wikipedia,161,5693,202,579,4762,3.0
Seitokai Yakuindomo,569,7.99,758,591,2007,ousai academi origin girl high school due declin birth rate recent year convert co ed school first year male student would find surround girl unfortun tsuda takatoshi one wors get scold first day student council presid shino amakusa give good first impress tsuda also meet student council member get scold end get late class apolog ruin morn shino let join student council variou reason accept rather forc accept thu begin day tsuda soon realiz normal student ousai academi,194,9345,2065,840,9167,17.0
School Rumble,570,7.98,579,1500,2002,second year high school student singl consum question boy like ever realli notic school notori juvenil delinqu suddenli come shock realiz got huge crush must tell feel life chang ob coloss foul up grand scheme deep seat anxieti rage hormon school rumbl portray high school realli top comedi sourc kodansha usa,194,4333,12412,1778,8433,17.0
Mekakushi no Kuni,571,7.98,1870,156,1998,land blindfold stori high school student outsuka kanad sometim see person futur touch transfer student naitou arou whose esp limit past event kanad glimps unfortun incid come chang soon befriend arou novic turn abil even use see object memori teenag seer past futur made right arou hand polici meddl peopl live kanad whose proactiv stanc alreadi unhappi consequ sourc cmx includ one shot volum 1 machigaeru otoko boy make mistak matsuri ato sport festiv volum 2 hyakka jimusho akuma devil flower offic volum 3 ame naka insid rain,135,948,4540,408,3613,12.0
Koukaku Kidoutai: The Ghost in the Shell,572,7.98,425,1367,1989,year 2029 world endur four world war usher new age technolog advanc larg transform societi human know cybernet enhanc robot ai cyborg becom norm world human machin man howev modern chang crime start evolv well hacker corrupt offici opportunist found way sneak innov system person agenda japan crime run rampant govern establish section 9 clandestin team highli train oper counter threat major motoko kusanagi woman impenetr calib bravado lead section 9 mission tackl cyberterror ensur nation stabil falter pace rapidli progress futur,231,3500,15530,620,17994,9.0
Bokura ga Ita,573,7.98,325,1794,2002,15 year old nanami nana takahashi want high school make mani friend possibl howev inabl follow along gener gossip school coupl fail rememb peopl name get way ambiti goal one day nana displeasur meet popular motoharu yano allegedli two third girl school fallen head heel irrit yano mischiev antic carefre attitud nana declar hatr unbeknownst yano hide somber burden charismat demeanor ex girlfriend die tragic car accid past summer sinc come term new realiti make matter wors accid distort yano percept world also abil trust around nana get closer boy find push away feel toward yano begin shift nana determin reach help problem simpli imposs handl,17,6076,18617,2203,18997,3.0
Haruka na Machi e,574,7.98,854,418,1998,fourti eight year old salaryman hiroshi nakahara accident take wrong train tokyo busi trip kyoto decid accept situat sit back learn train head toward hometown kurayoshi walk street childhood neighborhood hiroshi realiz significantli place chang 20 year sinc mother die visit grave genzen templ transport back bodi 14 year old self retain memori wisdom middl age mind eighth grader junior high school hiroshi regain youth enabl escap realiti adult man wife two daughter unawar return origin time begin reliv adolesc time travel hiroshi attempt uncov reason father abandon famili hope understand action,18,899,9688,169,9566,11.0
Nurarihyon no Mago,575,7.98,385,1183,2008,rikuo nura appear ordinari middl school student appear howev deceiv realiti young boy one fourth youkai blood heir larg clan youkai led grandfath nurarihiyon small child told youkai often perform evil deed lead reluct succeed nura clan whatev could avoid destini night rikuo undergo transform fearsom youkai resembl nurarihiyon prime realiz use power protect other accept inherit aim unit youkai faction across japan establish night parad hundr demon,189,8841,16435,1780,12247,12.0
Strobe Edge,576,7.98,237,2194,2007,eye ninako kinoshita seem everyon know love even come feel childhood friend daiki korenaga friend attest love howev drop doubt form heart ren ichinos attract idol school accident break ninako phone charm train earnest promis compens touch ninako wonder real love feel like love like appl outer appear may look sweet tast deceiv ninako meet bitter unrequit love first know friend go differ experi love ninako struggl understand complex flavor fail notic way certain someon look,14,6208,38486,1533,16725,18.0
Kattobi Itto,577,7.98,14071,29,1986,itto yara childhood rival itto small quarrelsom yara big vindict itto hold grudg yara long time scar yara made five year ago fight year travel father itto final return japan reunit childhood rival yara hilari combin circumst bring unpredict itto join yara soccer team manga follow wacki duo alongsid rest team battl h team road becom japan best intens footi good second ridicul hilari situat itto somehow manag find,188,78,461,37,414,5.0
Yowamushi Pedal,578,7.98,1302,417,2008,everi week sinc fourth grade otaku sakamichi onoda cycl 45 kilomet home akihabara old ricketi util bike form transport begin high school onoda hope make new otaku friend someth miss school life thu far final someon talk hobbi howev much dismay anim club disband onoda meet fellow first year shunsuk imaizumi chanc tall athlet cycl prodigi imaizumi could differ onoda howev see onoda cycl school infam rear slope imaizumi becom interest uniqu climb style set challeng race unusu encount mark onoda first step onto road competit cycl,186,6781,361,1004,4381,3.0
Hori-san to Miyamura-kun,579,7.98,1298,217,2007,peopl say youth day alway bittersweet mayb bitter kyouko hori flashi high school girl despit ostentati appear excel academ famili love charact izumi miyamura bland high school boy despit want stand class secretli wear pierc outsid school larg bodi tattoo one day miyamura find hori littl brother injur help back hori hous relationship hori miyamura begin hori discoveri miyamura secret sourc mal,6,3056,3322,466,6896,18.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue,580,7.98,1871,115,2012,happi joy countless posit emot cherish mani howev hachiman hikigaya case emot ludicr due traumat past belief happi complet crumbl follow essay wrote critic modern social relationship punish teacher forc join volunt servic club club whose sole purpos help schoolmat request upon reluctantli enter clubroom meet yukino yukinoshita ace student unparallel beauti tri fix schoolmat problem hachiman wretch view societi influenc solut yahari ore seishun love comedi wa machigatteiru monologu comedi drama revolv around nihilist hachiman high school life time volunt servic club,22,4203,488,471,4155,17.0
Ajin,581,7.98,86,4080,2012,seventeen year ago mysteri immort soldier known divin warrior appear battlefield africa life form later becam known ajin demi human consid one greatest discoveri mankind govern declar exist compat human howev rumor instead offer bounti captur ajin secretli perform inhuman experi rare be kei nagai apathet high school student studi becom doctor wish live normal life howev simpl dream shatter suddenli get deadli traffic accid reviv scene immedi label ajin bounti hungri wit unabl understand immort prove innoc start live life run fight surviv bare escap govern reach group anarchist ajin contact kei ask join forc retali govern kei real enemi side take come human versu ajin,240,39392,27277,5505,47712,7.0
