name,ranked,score,popularity,favorite,published,genre,description,serialization,reading,completed,dropped,plan_to_read
Durarara!! Saika-hen,819,7.85,3324,37,"Sep 17, 2011","Action, Comedy, Drama, Romance, Supernatural","The old anonymous group chat consisting of some of Ikebukuro's most peculiar residents receives a sudden addition: Saika, a cryptic user who occasionally pops up and sends messages that make little sense. Although everyone simply discards it as spam, a curious connection between Saika's messages and a recent string of slashing assaults soon forms.

Dubbed the ""Slasher"" by the media, their rampage continues. At the same time, Anri Sonohara is advised to stay away from a teacher with a history of dating minors. Although she now has friends, Anri still suffers from bullying; during one incident, she comes face-to-face with the Slasher, becoming the first person to survive the encounter unscathed.

Meanwhile, a reporter following a story about the so-called strongest man in Ikebukuro is viciously attacked by the Slasher. As the number one contender for the title of strongest man, Shizuo Heiwajima sets out on a hunt to find the mysterious aggressor. In his latest uncovering, the infamous information broker Izaya Orihara reveals that the Slasher might just be Ikebukuro's next supernatural threat.

",GFantasy,560,"3,104",96,"2,044"
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",820,7.85,652,602,"Jul 30, 2011","Action, Adventure, Fantasy","One day in the 21st century, a gate opened in the middle of the Ginza district of Tokyo. Out of the gate poured soldiers and strange creatures, and they soon made Ginza look like an image of hell. The gate apparently connected Japan to another world, a world with a militant empire and many supernatural creatures. The Japanese Self-Defense Force decided to send a small group, led by a soldier who's also an otaku, into the other world on a reconnaissance mission. They're meant to learn what they can about the empire (and its plans), the world, and the people.

They're hardly in the world yet, though, when they come across a village destroyed by a giant fire-breathing dragon. The only survivor is an unconscious elven girl they find hidden in a well. Now they feel like they must warn the nearby towns about the dragon, and do what they can to help. On the way, they'll meet more magical, female companions, and learn more about this dangerous new world.

(Source: MangaHelpers)",AlphaPolis Web Manga,"16,366",572,"1,234","6,464"
Steins;Gate: Mugen Enten no Arc Light,821,7.85,7506,21,"Mar 19, 2014",Sci-Fi,"The manga, based on 2010 drama CD, tells the story of what Mayuri experiences during the final chapter of the visual novel (anime episode 23) and the lives of Mayuri, Okabe, Daru, Suzuha, and Ruka in the year after Okabe's first failed attempt to save Kurisu in the 1.129848% β world line divergence.

(Source: Steins;Gate Wikia)",Ultra Jump,144,923,28,"1,264"
Kimi wa Natsu no Naka,822,7.85,958,309,"Jul 30, 2016","Boys Love, Drama, Slice of Life","Despite their differing popularity, high school students Chiharu Saeki and Wataru Toda are close friends. Saeki is the most handsome guy in their grade who constantly rejects girls that confess to him, claiming that he already likes someone. Bonding over their common hobby of watching movies, Saeki and Wataru go to the movie theater a couple of times a month, alternating between the movies they want to see.

One day, after watching a movie, Saeki confesses to Wataru but tells him that he does not have to accept or return his feelings. In exchange, Saeki requests that they go on a journey over the summer to tour the filming locations of various movies. Though Wataru tries to maintain a nonchalant disposition after the confession, he begins to question how he really feels about Saeki as they start to spend more time together through their small promise.

",gateau,799,"11,098",76,"6,131"
Kimi wa Tsukiyo ni Hikarikagayaku,823,7.85,3548,98,"Aug 6, 2018","Drama, Romance","When I was in high school, I met a girl with a ""luminescence disease."" Knowing her time left was limited, she hoped to do the things she always wanted.

From the promise I made with her, my time, that had been at a standstill, began to move again.

(Source: Kadokawa, translated)",Da Vinci,533,"2,724",36,"2,180"
Bleach,824,7.85,14,"35,415","Aug 7, 2001","Action, Adventure, Award Winning, Fantasy","For as long as he can remember, high school student Ichigo Kurosaki has been able to see the spirits of the dead, but that has not stopped him from leading an ordinary life. One day, Ichigo returns home to find an intruder in his room who introduces herself as Rukia Kuchiki, a Soul Reaper tasked with helping souls pass over. Suddenly, the two are jolted from their conversation when a Hollow—an evil spirit known for consuming souls—attacks. As Ichigo makes a brash attempt to stop the Hollow, Rukia steps in and shields him from a counterattack. Injured and unable to keep fighting, Rukia suggests a risky plan—transfer half of her Soul Reaper powers to Ichigo. He accepts and, to Rukia's surprise, ends up absorbing her powers entirely, allowing him to easily dispatch the Hollow.

Now a Soul Reaper himself, Ichigo must take up Rukia's duties of exterminating Hollows and protecting spirits, both living and dead. Along with his friends Orihime Inoue and Yasutora Sado—who later discover spiritual abilities of their own—Ichigo soon learns that the consequences of becoming a Soul Reaper and dealing with the world of spirits are far greater than he ever imagined.

",Shounen Jump (Weekly),"127,577","162,272","26,342","34,964"
Shinshi Doumei Cross,825,7.85,659,"1,064","Aug 3, 2004","Comedy, Drama, Romance","Imperial Academy is an elite private school whose student body is divided into the ranks of Gold, Silver, and Bronze. Depending on your family's wealth and your individual merit, you can be classified as a Silver or Bronze student. However, there is only one Gold student, and this year that person is Shizumasa Touguu—nicknamed ""the Emperor"" because he is the Student Council President.

When she was very young, Haine Otomiya fell in love with Shizumasa, after reading the children's picture book that he authored. She had met him twice before attending Imperial Academy, but as a Bronze student, her rank is far below his, so she has been unable to approach him at school.

Haine jumps at an opportunity to get close to Shizumasa, and she unexpectedly becomes his bodyguard as well as a member of the Student Council. It seems like a dream come true for her, but soon she will learn that everyone in the Student Council is hiding secrets, and her own shameful history cannot be forgotten either.

",Ribon Magazine,"2,920","14,363","1,302","5,983"
Beniiro Hero,826,7.85,2211,180,"Dec 13, 2002","Drama, Romance, Sports","All that matters to 15-year-old Nobara Sumiyoshi is volleyball—she's an awesome player with big-time ambitions. But sometimes it seems like a girl just can't get a break in the competitive world of high school volleyball.

(Source: VIZ Media)

Included one-shots:
Volume 15: ""Second""
Volume 16: Sugar",Bessatsu Margaret,"2,015","2,581",673,"2,570"
Dogs: Stray Dogs Howling in the Dark,827,7.85,959,230,2000,"Action, Drama, Mystery, Sci-Fi","In a post apocalyptic world devoid of seasons, where man's ""golden age of technology"" ruined earth and caused science to run amok, there live four individuals looking for a door to the hell far below the surface. Through a series of coincidences, the ex-hitman-now-bartender Mihai, the deranged and psychopathic Haine, the vengeful yet kind Naoto, and the freelancer Badou meet one another.",Ultra Jump,881,"11,014",178,"5,889"
Saijou no Meii,828,7.85,3194,57,2008,Drama,"Mikoto Saijou underwent a complicated heart surgery at birth and has been fascinated with pediatric surgery ever since. As a 10-year-old, he often visited the surgeon who operated on him, Dr. Mamoru Shindou. Shindou is quick to realize that Mikoto possesses amazing medical potential, particularly because of his spatial awareness and visualization. The two grow close, but Mikoto eventually moves to America, where he completes his education and residency.

Now, almost 10 years later, Mikoto returns to Japan and reunites with Dr. Shindou, eager to continue his journey to become the world's best pediatric surgeon.

",Shounen Sunday,"2,562",537,286,"2,135"
Saint☆Oniisan,829,7.85,650,473,"Aug 10, 2006","Award Winning, Comedy, Slice of Life","Saint☆Oniisan is slice-of-life or divine-life, tale of Jesus and Buddha as they try to experience the modern world, in this case, Japan. The manga places a funny twist on religion, attitudes, culture and customs in Japan through the eyes of Jesus and Buddha.

You see Jesus and Buddha experiencing Asakusa, public baths, theme parks, and the internet. Throughout the manga, we get a little history of their divine greatness only to see their apparent insignificance in modern Japanese society. Suffice to say, before people can recognize that they're actually Jesus and Buddha, people think of them as someone who looks like Johnny Depp or a guy with a button on his forehead. For real.",Morning Two,"8,329",818,"1,348","13,346"
